country,year,coal_production,coal_prod_per_capita,coal_prod_change_twh
Burundi,1964,0.0,0.0,0.0
Burundi,1965,0.0,0.0,0.0
Burundi,1966,0.0,0.0,0.0
Burundi,1967,0.0,0.0,0.0
Burundi,1968,0.0,0.0,0.0
Burundi,1969,0.0,0.0,0.0
Burundi,1970,0.0,0.0,0.0
Burundi,1971,0.0,0.0,0.0
Burundi,1972,0.0,0.0,0.0
Burundi,1973,0.016,4.388,0.016
Burundi,1974,0.022,5.994,0.006
Burundi,1975,0.028,7.524,0.006
Burundi,1976,0.003,0.818,-0.025
Burundi,1977,0.003,0.798,0.0
Burundi,1978,0.006,1.552,0.003
Burundi,1979,0.009,2.273,0.003
Burundi,1980,0.0,0.0,-0.009
Burundi,1981,0.0,0.0,0.0
Burundi,1982,0.0,0.0,0.0
Burundi,1983,0.0,0.0,0.0
Burundi,1984,0.0,0.0,0.0
Burundi,1985,0.0,0.0,0.0
Burundi,1986,0.0,0.0,0.0
Burundi,1987,0.0,0.0,0.0
Burundi,1988,0.0,0.0,0.0
Burundi,1989,0.0,0.0,0.0
Burundi,1990,0.0,0.0,0.0
Burundi,1991,0.0,0.0,0.0
Burundi,1992,0.0,0.0,0.0
Burundi,1993,0.0,0.0,0.0
Burundi,1994,0.0,0.0,0.0
Burundi,1995,0.0,0.0,0.0
Burundi,1996,0.0,0.0,0.0
Burundi,1997,0.0,0.0,0.0
Burundi,1998,0.0,0.0,0.0
Burundi,1999,0.0,0.0,0.0
Burundi,2000,0.0,0.0,0.0
Burundi,2001,0.0,0.0,0.0
Burundi,2002,0.0,0.0,0.0
Burundi,2003,0.0,0.0,0.0
Burundi,2004,0.0,0.0,0.0
Burundi,2005,0.0,0.0,0.0
Burundi,2006,0.0,0.0,0.0
Burundi,2007,0.0,0.0,0.0
Burundi,2008,0.0,0.0,0.0
Burundi,2009,0.0,0.0,0.0
Burundi,2010,0.0,0.0,0.0
Burundi,2011,0.0,0.0,0.0
Burundi,2012,0.0,0.0,0.0
Burundi,2013,0.0,0.0,0.0
Burundi,2014,0.0,0.0,0.0
Burundi,2015,0.0,0.0,0.0
Burundi,2016,0.0,0.0,0.0
Cambodia,1980,0.0,0.0,
Cambodia,1981,0.0,0.0,0.0
Cambodia,1982,0.0,0.0,0.0
Cambodia,1983,0.0,0.0,0.0
Cambodia,1984,0.0,0.0,0.0
Cambodia,1985,0.0,0.0,0.0
Cambodia,1986,0.0,0.0,0.0
Cambodia,1987,0.0,0.0,0.0
Cambodia,1988,0.0,0.0,0.0
Cambodia,1989,0.0,0.0,0.0
Cambodia,1990,0.0,0.0,0.0
Cambodia,1991,0.0,0.0,0.0
Cambodia,1992,0.0,0.0,0.0
Cambodia,1993,0.0,0.0,0.0
Cambodia,1994,0.0,0.0,0.0
Cambodia,1995,0.0,0.0,0.0
Cambodia,1996,0.0,0.0,0.0
Cambodia,1997,0.0,0.0,0.0
Cambodia,1998,0.0,0.0,0.0
Cambodia,1999,0.0,0.0,0.0
Cambodia,2000,0.0,0.0,0.0
Cambodia,2001,0.0,0.0,0.0
Cambodia,2002,0.0,0.0,0.0
Cambodia,2003,0.0,0.0,0.0
Cambodia,2004,0.0,0.0,0.0
Cambodia,2005,0.0,0.0,0.0
Cambodia,2006,0.0,0.0,0.0
Cambodia,2007,0.0,0.0,0.0
Cambodia,2008,0.0,0.0,0.0
Cambodia,2009,0.0,0.0,0.0
Cambodia,2010,0.0,0.0,0.0
Cambodia,2011,0.0,0.0,0.0
Cambodia,2012,0.0,0.0,0.0
Cambodia,2013,0.0,0.0,0.0
Cambodia,2014,0.0,0.0,0.0
Cambodia,2015,0.0,0.0,0.0
Cambodia,2016,0.0,0.0,0.0
Cameroon,1980,0.0,0.0,
Cameroon,1981,0.0,0.0,0.0
Cameroon,1982,0.0,0.0,0.0
Cameroon,1983,0.0,0.0,0.0
Cameroon,1984,0.0,0.0,0.0
Cameroon,1985,0.0,0.0,0.0
Cameroon,1986,0.0,0.0,0.0
Cameroon,1987,0.0,0.0,0.0
Cameroon,1988,0.0,0.0,0.0
Cameroon,1989,0.0,0.0,0.0
Cameroon,1990,0.0,0.0,0.0
Cameroon,1991,0.0,0.0,0.0
Cameroon,1992,0.0,0.0,0.0
Cameroon,1993,0.0,0.0,0.0
Cameroon,1994,0.0,0.0,0.0
Cameroon,1995,0.0,0.0,0.0
Cameroon,1996,0.0,0.0,0.0
Cameroon,1997,0.0,0.0,0.0
Cameroon,1998,0.0,0.0,0.0
Cameroon,1999,0.0,0.0,0.0
Cameroon,2000,0.0,0.0,0.0
Cameroon,2001,0.0,0.0,0.0
Cameroon,2002,0.0,0.0,0.0
Cameroon,2003,0.0,0.0,0.0
Cameroon,2004,0.0,0.0,0.0
Cameroon,2005,0.0,0.0,0.0
Cameroon,2006,0.0,0.0,0.0
Cameroon,2007,0.0,0.0,0.0
Cameroon,2008,0.0,0.0,0.0
Cameroon,2009,0.0,0.0,0.0
Cameroon,2010,0.0,0.0,0.0
Cameroon,2011,0.0,0.0,0.0
Cameroon,2012,0.0,0.0,0.0
Cameroon,2013,0.0,0.0,0.0
Cameroon,2014,0.0,0.0,0.0
Cameroon,2015,0.0,0.0,0.0
Cameroon,2016,0.0,0.0,0.0
Canada,1900,42.667,7880.242,
Canada,1901,47.902,8667.264,5.235
Canada,1902,55.147,9742.494,7.245
Canada,1903,58.786,10106.93,3.639
Canada,1904,60.968,10201.002,2.182
Canada,1905,64.159,10447.14,3.191
Canada,1906,72.105,11426.148,7.946
Canada,1907,77.624,11971.02,5.52
Canada,1908,80.392,12065.486,2.768
Canada,1909,77.551,11344.54,-2.841
Canada,1910,95.339,13614.134,17.788
Canada,1911,83.624,11673.612,-11.715
Canada,1912,107.184,14648.029,23.56
Canada,1913,110.864,14853.337,3.68
Canada,1914,100.72,13229.277,-10.144
Canada,1915,97.977,12616.18,-2.744
Canada,1916,106.956,13501.954,8.98
Canada,1917,103.741,12838.808,-3.216
Canada,1918,124.953,15154.58,21.212
Canada,1919,115.866,13778.899,-9.087
Canada,1920,141.579,16517.75,25.713
Canada,1921,125.771,14403.099,-15.808
Canada,1922,127.427,14331.339,1.657
Canada,1923,141.4,15625.812,13.973
Canada,1924,116.552,12655.562,-24.848
Canada,1925,113.114,12068.322,-3.438
Canada,1926,137.66,14431.413,24.546
Canada,1927,145.688,15006.997,8.028
Canada,1928,146.82,14860.181,1.132
Canada,1929,146.851,14624.737,0.031
Canada,1930,125.245,12289.639,-21.605
Canada,1931,93.367,9038.963,-31.878
Canada,1932,90.64,8669.063,-2.726
Canada,1933,92.044,8708.492,1.404
Canada,1934,106.05,9925.479,14.006
Canada,1935,106.677,9876.583,0.627
Canada,1936,117.022,10717.636,10.345
Canada,1937,121.63,11019.651,4.608
Canada,1938,110.122,9869.492,-11.508
Canada,1939,120.165,10637.679,10.044
Canada,1940,134.617,11753.556,14.452
Canada,1941,140.484,12079.855,5.867
Canada,1942,145.113,12270.976,4.629
Canada,1943,139.296,11567.458,-5.817
Canada,1944,131.834,10751.088,-7.462
Canada,1945,128.723,10308.746,-3.111
Canada,1946,137.536,10816.653,8.813
Canada,1947,124.176,9590.438,-13.36
Canada,1948,143.317,10869.896,19.141
Canada,1949,149.516,11116.844,6.198
Canada,1950,151.133,10997.018,1.617
Canada,1951,147.142,10446.199,-3.99
Canada,1952,139.079,9601.128,-8.063
Canada,1953,126.41,8483.005,-12.67
Canada,1954,119.541,7801.339,-6.868
Canada,1955,119.635,7603.609,0.093
Canada,1956,120.557,7456.94,0.922
Canada,1957,107.406,6450.812,-13.15
Canada,1958,96.325,5628.625,-11.081
Canada,1959,87.132,4971.889,-9.193
Canada,1960,89.233,4982.486,2.101
Canada,1961,86.138,4713.79,-3.095
Canada,1962,85.439,4587.961,-0.7
Canada,1963,85.459,4504.703,0.02
Canada,1964,91.827,4751.385,6.368
Canada,1965,94.314,4790.239,2.487
Canada,1966,91.826,4578.648,-2.488
Canada,1967,91.154,4466.577,-0.672
Canada,1968,91.152,4396.698,-0.002
Canada,1969,87.784,4173.445,-3.368
Canada,1970,139.595,6512.623,51.811
Canada,1971,150.795,6889.169,11.2
Canada,1972,167.533,7538.963,16.738
Canada,1973,184.555,8201.728,17.023
Canada,1974,190.216,8338.275,5.661
Canada,1975,223.289,9651.05,33.073
Canada,1976,230.283,9823.472,6.994
Canada,1977,260.317,10976.738,30.034
Canada,1978,272.889,11388.1,12.573
Canada,1979,294.844,12174.003,21.954
Canada,1980,227.794,9293.359,-67.049
Canada,1981,269.317,10852.66,41.523
Canada,1982,285.633,11379.116,16.316
Canada,1983,296.114,11676.089,10.481
Canada,1984,387.889,15150.681,91.775
Canada,1985,413.092,15984.115,25.203
Canada,1986,383.922,14700.588,-29.171
Canada,1987,387.204,14646.371,3.283
Canada,1988,448.387,16721.475,61.183
Canada,1989,477.333,17520.414,28.946
Canada,1990,464.75,16803.949,-12.583
Canada,1991,485.549,17331.273,20.799
Canada,1992,431.536,15222.998,-54.013
Canada,1993,458.698,16000.257,27.162
Canada,1994,482.019,16632.137,23.321
Canada,1995,500.225,17078.688,18.206
Canada,1996,508.949,17197.777,8.724
Canada,1997,527.206,17642.498,18.258
Canada,1998,498.629,16541.105,-28.578
Canada,1999,479.276,15765.775,-19.353
Canada,2000,454.524,14813.407,-24.752
Canada,2001,462.901,14930.969,8.377
Canada,2002,398.458,12721.185,-64.443
Canada,2003,369.97,11700.717,-28.488
Canada,2004,394.374,12358.297,24.404
Canada,2005,410.788,12751.074,16.414
Canada,2006,404.735,12441.196,-6.052
Canada,2007,415.147,12632.872,10.412
Canada,2008,413.931,12460.845,-1.216
Canada,2009,385.477,11474.597,-28.454
Canada,2010,412.009,12130.962,26.532
Canada,2011,412.45,12016.543,0.441
Canada,2012,414.823,11957.354,2.373
Canada,2013,423.781,12086.044,8.958
Canada,2014,420.557,11878.59,-3.224
Canada,2015,379.017,10607.186,-41.54
Canada,2016,380.604,10539.086,1.586
Canada,2017,369.538,10109.271,-11.066
Canada,2018,339.416,9164.674,-30.122
Canada,2019,334.607,8917.488,-4.809
Canada,2020,319.25,8426.001,-15.357
Canada,2021,336.534,8820.183,17.284
Canada,2022,327.525,8517.256,-9.009
Cayman Islands,1980,0.0,0.0,
Cayman Islands,1981,0.0,0.0,0.0
Cayman Islands,1982,0.0,0.0,0.0
Cayman Islands,1983,0.0,0.0,0.0
Cayman Islands,1984,0.0,0.0,0.0
Cayman Islands,1985,0.0,0.0,0.0
Cayman Islands,1986,0.0,0.0,0.0
Cayman Islands,1987,0.0,0.0,0.0
Cayman Islands,1988,0.0,0.0,0.0
Cayman Islands,1989,0.0,0.0,0.0
Cayman Islands,1990,0.0,0.0,0.0
Cayman Islands,1991,0.0,0.0,0.0
Cayman Islands,1992,0.0,0.0,0.0
Cayman Islands,1993,0.0,0.0,0.0
Cayman Islands,1994,0.0,0.0,0.0
Cayman Islands,1995,0.0,0.0,0.0
Cayman Islands,1996,0.0,0.0,0.0
Cayman Islands,1997,0.0,0.0,0.0
Cayman Islands,1998,0.0,0.0,0.0
Cayman Islands,1999,0.0,0.0,0.0
Cayman Islands,2000,0.0,0.0,0.0
Cayman Islands,2001,0.0,0.0,0.0
Cayman Islands,2002,0.0,0.0,0.0
Cayman Islands,2003,0.0,0.0,0.0
Cayman Islands,2004,0.0,0.0,0.0
Cayman Islands,2005,0.0,0.0,0.0
Cayman Islands,2006,0.0,0.0,0.0
Cayman Islands,2007,0.0,0.0,0.0
Cayman Islands,2008,0.0,0.0,0.0
Cayman Islands,2009,0.0,0.0,0.0
Cayman Islands,2010,0.0,0.0,0.0
Cayman Islands,2011,0.0,0.0,0.0
Cayman Islands,2012,0.0,0.0,0.0
Cayman Islands,2013,0.0,0.0,0.0
Cayman Islands,2014,0.0,0.0,0.0
Cayman Islands,2015,0.0,0.0,0.0
Cayman Islands,2016,0.0,0.0,0.0
Central African Republic,1980,0.0,0.0,
Central African Republic,1981,0.0,0.0,0.0
Central African Republic,1982,0.0,0.0,0.0
Central African Republic,1983,0.0,0.0,0.0
Central African Republic,1984,0.0,0.0,0.0
Central African Republic,1985,0.0,0.0,0.0
Central African Republic,1986,0.0,0.0,0.0
Central African Republic,1987,0.0,0.0,0.0
Central African Republic,1988,0.0,0.0,0.0
Central African Republic,1989,0.0,0.0,0.0
Central African Republic,1990,0.0,0.0,0.0
Central African Republic,1991,0.0,0.0,0.0
Central African Republic,1992,0.0,0.0,0.0
Central African Republic,1993,0.0,0.0,0.0
Central African Republic,1994,0.0,0.0,0.0
Central African Republic,1995,0.0,0.0,0.0
Central African Republic,1996,0.0,0.0,0.0
Central African Republic,1997,0.0,0.0,0.0
Central African Republic,1998,0.0,0.0,0.0
Central African Republic,1999,0.0,0.0,0.0
Central African Republic,2000,0.0,0.0,0.0
Central African Republic,2001,0.0,0.0,0.0
Central African Republic,2002,0.0,0.0,0.0
Central African Republic,2003,0.0,0.0,0.0
Central African Republic,2004,0.0,0.0,0.0
Central African Republic,2005,0.0,0.0,0.0
Central African Republic,2006,0.0,0.0,0.0
Central African Republic,2007,0.0,0.0,0.0
Central African Republic,2008,0.0,0.0,0.0
Central African Republic,2009,0.0,0.0,0.0
Central African Republic,2010,0.0,0.0,0.0
Central African Republic,2011,0.0,0.0,0.0
Central African Republic,2012,0.0,0.0,0.0
Central African Republic,2013,0.0,0.0,0.0
Central African Republic,2014,0.0,0.0,0.0
Central African Republic,2015,0.0,0.0,0.0
Central African Republic,2016,0.0,0.0,0.0
Chad,1980,0.0,0.0,
Chad,1981,0.0,0.0,0.0
Chad,1982,0.0,0.0,0.0
Chad,1983,0.0,0.0,0.0
Chad,1984,0.0,0.0,0.0
Chad,1985,0.0,0.0,0.0
Chad,1986,0.0,0.0,0.0
Chad,1987,0.0,0.0,0.0
Chad,1988,0.0,0.0,0.0
Chad,1989,0.0,0.0,0.0
Chad,1990,0.0,0.0,0.0
Chad,1991,0.0,0.0,0.0
Chad,1992,0.0,0.0,0.0
Chad,1993,0.0,0.0,0.0
Chad,1994,0.0,0.0,0.0
Chad,1995,0.0,0.0,0.0
Chad,1996,0.0,0.0,0.0
Chad,1997,0.0,0.0,0.0
Chad,1998,0.0,0.0,0.0
Chad,1999,0.0,0.0,0.0
Chad,2000,0.0,0.0,0.0
Chad,2001,0.0,0.0,0.0
Chad,2002,0.0,0.0,0.0
Chad,2003,0.0,0.0,0.0
Chad,2004,0.0,0.0,0.0
Chad,2005,0.0,0.0,0.0
Chad,2006,0.0,0.0,0.0
Chad,2007,0.0,0.0,0.0
Chad,2008,0.0,0.0,0.0
Chad,2009,0.0,0.0,0.0
Chad,2010,0.0,0.0,0.0
Chad,2011,0.0,0.0,0.0
Chad,2012,0.0,0.0,0.0
Chad,2013,0.0,0.0,0.0
Chad,2014,0.0,0.0,0.0
Chad,2015,0.0,0.0,0.0
Chad,2016,0.0,0.0,0.0
Chile,1900,2.609,829.622,
Chile,1901,4.816,1511.688,2.207
Chile,1902,6.02,1865.481,1.204
Chile,1903,6.638,2031.22,0.618
Chile,1904,6.036,1823.861,-0.602
Chile,1905,6.373,1901.592,0.337
Chile,1906,7.489,2206.491,1.116
Chile,1907,6.687,1945.314,-0.803
Chile,1908,7.545,2167.691,0.859
Chile,1909,7.216,2047.13,-0.329
Chile,1910,8.621,2414.892,1.405
Chile,1911,9.536,2637.6,0.915
Chile,1912,10.628,2902.492,1.092
Chile,1913,10.299,2777.104,-0.329
Chile,1914,8.725,2323.154,-1.573
Chile,1915,9.408,2473.203,0.682
Chile,1916,11.382,2954.558,1.975
Chile,1917,12.354,3166.209,0.971
Chile,1918,12.177,3085.167,-0.177
Chile,1919,11.92,2984.186,-0.257
Chile,1920,8.533,2109.867,-3.387
Chile,1921,10.234,2498.464,1.702
Chile,1922,8.452,2036.352,-1.782
Chile,1923,9.343,2220.56,0.891
Chile,1924,12.354,2896.231,3.01
Chile,1925,11.663,2697.399,-0.69
Chile,1926,11.968,2730.5,0.305
Chile,1927,11.896,2677.305,-0.072
Chile,1928,11.045,2452.184,-0.851
Chile,1929,12.105,2649.224,1.06
Chile,1930,11.575,2495.551,-0.53
Chile,1931,8.83,1874.059,-2.745
Chile,1932,8.709,1818.529,-0.12
Chile,1933,12.346,2534.325,3.636
Chile,1934,14.513,2929.003,2.167
Chile,1935,15.251,3026.15,0.738
Chile,1936,15.051,2935.982,-0.201
Chile,1937,15.717,3014.257,0.666
Chile,1938,16.407,3093.599,0.69
Chile,1939,14.85,2751.855,-1.557
Chile,1940,15.556,2832.279,0.706
Chile,1941,16.536,2956.909,0.979
Chile,1942,17.266,3031.534,0.73
Chile,1943,18.181,3133.334,0.915
Chile,1944,18.294,3094.563,0.112
Chile,1945,16.688,2770.933,-1.605
Chile,1946,15.781,2572.004,-0.907
Chile,1947,16.592,2654.27,0.811
Chile,1948,18.229,2862.452,1.638
Chile,1949,17.186,2646.999,-1.044
Chile,1950,19.012,2870.385,1.827
Chile,1951,16.927,2508.183,-2.086
Chile,1952,18.753,2724.572,1.826
Chile,1953,17.962,2557.174,-0.791
Chile,1954,17.526,2443.858,-0.436
Chile,1955,17.665,2412.201,0.139
Chile,1956,16.144,2158.111,-1.521
Chile,1957,14.857,1944.083,-1.287
Chile,1958,14.159,1813.713,-0.698
Chile,1959,13.662,1713.366,-0.497
Chile,1960,11.31,1389.113,-2.352
Chile,1961,13.454,1618.32,2.144
Chile,1962,14.236,1677.57,0.782
Chile,1963,13.205,1525.475,-1.032
Chile,1964,13.867,1571.304,0.662
Chile,1965,13.496,1500.381,-0.371
Chile,1966,13.546,1478.552,0.05
Chile,1967,12.199,1308.053,-1.347
Chile,1968,13.208,1391.585,1.009
Chile,1969,14.002,1450.085,0.794
Chile,1970,12.421,1264.842,-1.581
Chile,1971,12.511,1253.075,0.09
Chile,1972,11.017,1085.836,-1.495
Chile,1973,10.798,1047.589,-0.218
Chile,1974,11.514,1099.396,0.715
Chile,1975,11.393,1070.824,-0.121
Chile,1976,10.352,958.084,-1.041
Chile,1977,10.345,943.081,-0.007
Chile,1978,8.893,798.417,-1.453
Chile,1979,7.512,664.497,-1.381
Chile,1980,5.972,520.641,-1.54
Chile,1981,5.818,499.921,-0.154
Chile,1982,5.254,444.978,-0.564
Chile,1983,5.28,440.835,0.026
Chile,1984,6.274,516.481,0.994
Chile,1985,6.797,551.412,0.523
Chile,1986,8.55,683.205,1.753
Chile,1987,8.186,643.922,-0.364
Chile,1988,10.052,778.105,1.866
Chile,1989,10.185,775.796,0.133
Chile,1990,11.19,838.636,1.005
Chile,1991,11.318,834.538,0.128
Chile,1992,8.335,604.739,-2.983
Chile,1993,6.946,496.17,-1.389
Chile,1994,6.059,426.355,-0.887
Chile,1995,5.321,369.061,-0.738
Chile,1996,5.146,352.119,-0.174
Chile,1997,5.351,361.356,0.205
Chile,1998,4.823,321.634,-0.528
Chile,1999,2.486,163.81,-2.337
Chile,2000,1.876,122.206,-0.61
Chile,2001,2.953,190.19,1.076
Chile,2002,2.22,141.426,-0.733
Chile,2003,2.953,186.171,0.733
Chile,2004,1.194,74.562,-1.758
Chile,2005,2.788,172.391,1.594
Chile,2006,3.455,211.505,0.666
Chile,2007,1.246,75.511,-2.209
Chile,2008,3.419,205.202,2.173
Chile,2009,3.26,193.666,-0.159
Chile,2010,3.173,186.597,-0.087
Chile,2011,3.352,195.203,0.179
Chile,2012,3.65,210.453,0.297
Chile,2013,15.521,886.422,11.872
Chile,2014,21.252,1201.561,5.731
Chile,2015,16.863,943.642,-4.389
Chile,2016,13.514,747.32,-3.349
China,1900,0.0,0.0,
China,1901,0.0,0.0,0.0
China,1902,0.291,0.726,0.291
China,1903,6.022,14.97,5.731
China,1904,6.411,15.853,0.389
China,1905,7.051,17.34,0.639
China,1906,52.506,128.438,45.455
China,1907,51.675,125.727,-0.831
China,1908,69.752,168.799,18.077
China,1909,63.939,153.735,-5.813
China,1910,57.534,137.293,-6.406
China,1911,85.446,202.149,27.912
China,1912,30.028,70.355,-55.418
China,1913,33.004,76.502,2.976
China,1914,46.35,106.288,13.346
China,1915,49.367,111.995,3.017
China,1916,55.122,123.714,5.755
China,1917,60.911,135.246,5.789
China,1918,64.573,141.814,3.662
China,1919,74.431,161.927,9.858
China,1920,82.139,177.279,7.708
China,1921,77.599,166.4,-4.54
China,1922,81.726,174.374,4.127
China,1923,98.659,209.758,16.932
China,1924,107.68,228.13,9.021
China,1925,101.943,215.212,-5.737
China,1926,90.777,190.962,-11.166
China,1927,102.849,215.595,12.073
China,1928,104.512,218.306,1.662
China,1929,109.592,228.0,5.08
China,1930,115.626,239.474,6.034
China,1931,122.607,252.674,6.981
China,1932,117.492,240.819,-5.115
China,1933,128.315,261.453,10.823
China,1934,149.973,303.783,21.658
China,1935,174.921,352.23,24.948
China,1936,196.434,393.218,21.513
China,1937,182.442,363.059,-13.991
China,1938,167.109,330.585,-15.334
China,1939,201.63,396.579,34.521
China,1940,257.699,504.004,56.069
China,1941,322.156,626.599,64.457
China,1942,339.309,656.413,17.153
China,1943,293.302,564.429,-46.007
China,1944,296.603,567.786,3.302
China,1945,152.786,290.942,-143.817
China,1946,94.991,179.935,-57.795
China,1947,101.943,192.09,6.952
China,1948,72.193,135.319,-29.749
China,1949,180.193,334.983,107.999
China,1950,249.48,458.62,69.287
China,1951,308.595,557.419,59.115
China,1952,386.485,684.099,77.89
China,1953,405.027,701.493,18.542
China,1954,486.288,824.307,81.261
China,1955,571.386,947.069,85.098
China,1956,641.487,1040.896,70.101
China,1957,759.891,1206.17,118.404
China,1958,1569.422,2437.78,809.531
China,1959,2021.648,3099.835,452.226
China,1960,2441.323,3731.936,419.675
China,1961,1453.168,2217.696,-988.155
China,1962,1453.168,2186.483,0.0
China,1963,1453.168,2124.815,0.0
China,1964,1685.675,2392.407,232.507
China,1965,1737.99,2401.048,52.314
China,1966,1900.744,2558.38,162.755
China,1967,1319.477,1733.858,-581.267
China,1968,1743.802,2234.578,424.325
China,1969,1889.119,2357.182,145.317
China,1970,2092.563,2544.043,203.444
China,1971,2266.943,2688.227,174.38
China,1972,2325.07,2694.669,58.127
China,1973,2499.45,2834.961,174.38
China,1974,2615.703,2908.38,116.254
China,1975,2731.957,2985.338,116.253
China,1976,2790.083,3002.104,58.127
China,1977,3063.279,3249.883,273.196
China,1978,3446.916,3608.811,383.636
China,1979,3545.731,3661.815,98.815
China,1980,4051.284,4123.979,505.552
China,1981,3614.604,3624.537,-436.68
China,1982,3874.534,3822.988,259.931
China,1983,4154.817,4036.833,280.283
China,1984,4589.198,4395.058,434.38
China,1985,5072.424,4784.223,483.227
China,1986,5198.61,4823.485,126.186
China,1987,5396.901,4920.355,198.291
China,1988,5698.119,5106.345,301.218
China,1989,6130.173,5403.82,432.054
China,1990,6279.519,5442.919,149.346
China,1991,6323.266,5401.61,43.747
China,1992,6491.75,5483.761,168.483
China,1993,6691.146,5595.279,199.396
China,1994,7210.024,5972.089,518.878
China,1995,7912.65,6495.659,702.626
China,1996,8121.807,6612.24,209.156
China,1997,8068.494,6518.407,-53.312
China,1998,7745.746,6212.321,-322.748
China,1999,7931.644,6317.854,185.898
China,2000,8226.111,6507.489,294.467
China,2001,8715.229,6847.614,489.118
China,2002,9307.321,7266.088,592.092
China,2003,10994.302,8530.165,1686.98
China,2004,12873.729,9927.177,1879.428
China,2005,14440.989,11066.846,1567.26
China,2006,15449.555,11765.831,1008.565
China,2007,16738.865,12666.438,1289.311
China,2008,17349.281,13042.933,610.416
China,2009,17885.352,13355.992,536.07
China,2010,19367.25,14365.356,1481.898
China,2011,21535.068,15868.5,2167.818
China,2012,21789.303,15944.628,254.234
China,2013,22034.137,16012.013,244.834
China,2014,21680.762,15651.837,-353.375
China,2015,21273.957,15264.204,-406.805
China,2016,19671.232,14031.94,-1602.725
China,2017,20326.109,14412.859,654.877
China,2018,21352.949,15068.386,1026.84
China,2019,22154.439,15581.264,801.49
China,2020,22364.936,15695.465,210.496
China,2021,23177.975,16255.053,813.039
China,2022,25617.02,17965.668,2439.045
Colombia,1900,0.0,0.0,
Colombia,1901,0.0,0.0,0.0
Colombia,1902,0.0,0.0,0.0
Colombia,1903,0.0,0.0,0.0
Colombia,1904,0.0,0.0,0.0
Colombia,1905,0.0,0.0,0.0
Colombia,1906,0.0,0.0,0.0
Colombia,1907,0.0,0.0,0.0
Colombia,1908,0.0,0.0,0.0
Colombia,1909,0.0,0.0,0.0
Colombia,1910,0.0,0.0,0.0
Colombia,1911,0.0,0.0,0.0
Colombia,1912,0.0,0.0,0.0
Colombia,1913,0.0,0.0,0.0
Colombia,1914,0.0,0.0,0.0
Colombia,1915,0.0,0.0,0.0
Colombia,1916,0.0,0.0,0.0
Colombia,1917,0.0,0.0,0.0
Colombia,1918,0.0,0.0,0.0
Colombia,1919,0.0,0.0,0.0
Colombia,1920,0.0,0.0,0.0
Colombia,1921,0.0,0.0,0.0
Colombia,1922,0.0,0.0,0.0
Colombia,1923,0.0,0.0,0.0
Colombia,1924,0.0,0.0,0.0
Colombia,1925,0.0,0.0,0.0
Colombia,1926,0.0,0.0,0.0
Colombia,1927,0.0,0.0,0.0
Colombia,1928,0.814,106.902,0.814
Colombia,1929,0.814,104.552,0.0
Colombia,1930,0.814,102.45,0.0
Colombia,1931,0.0,0.0,-0.814
Colombia,1932,0.0,0.0,0.0
Colombia,1933,0.733,87.724,0.733
Colombia,1934,2.043,241.066,1.311
Colombia,1935,3.077,357.715,1.034
Colombia,1936,3.199,366.456,0.122
Colombia,1937,2.752,310.549,-0.448
Colombia,1938,2.695,299.657,-0.057
Colombia,1939,2.841,310.765,0.147
Colombia,1940,4.25,456.376,1.408
Colombia,1941,3.273,344.487,-0.977
Colombia,1942,4.705,484.654,1.433
Colombia,1943,3.932,395.633,-0.773
Colombia,1944,4.201,412.892,0.269
Colombia,1945,4.355,418.198,0.155
Colombia,1946,4.51,423.038,0.155
Colombia,1947,4.119,377.451,-0.391
Colombia,1948,4.184,374.554,0.065
Colombia,1949,4.241,370.213,0.057
Colombia,1950,8.222,698.606,3.981
Colombia,1951,9.077,750.986,0.855
Colombia,1952,7.864,633.19,-1.213
Colombia,1953,10.013,784.306,2.149
Colombia,1954,12.212,929.999,2.198
Colombia,1955,15.061,1114.577,2.849
Colombia,1956,16.282,1170.406,1.221
Colombia,1957,16.282,1136.268,0.0
Colombia,1958,19.864,1345.729,3.582
Colombia,1959,20.19,1327.3,0.326
Colombia,1960,21.167,1349.249,0.977
Colombia,1961,22.795,1408.615,1.628
Colombia,1962,24.423,1463.219,1.628
Colombia,1963,26.051,1513.641,1.628
Colombia,1964,24.423,1376.738,-1.628
Colombia,1965,25.009,1368.429,0.586
Colombia,1966,20.353,1081.923,-4.657
Colombia,1967,25.237,1304.65,4.885
Colombia,1968,25.237,1269.95,0.0
Colombia,1969,27.004,1324.213,1.767
Colombia,1970,18.464,883.213,-8.54
Colombia,1971,20.678,966.024,2.214
Colombia,1972,21.419,978.122,0.741
Colombia,1973,24.814,1107.939,3.395
Colombia,1974,26.589,1161.178,1.775
Colombia,1975,28.062,1199.041,1.474
Colombia,1976,29.47,1232.401,1.408
Colombia,1977,34.225,1400.134,4.754
Colombia,1978,38.702,1547.869,4.478
Colombia,1979,39.769,1554.724,1.066
Colombia,1980,30.933,1181.714,-8.836
Colombia,1981,32.022,1195.467,1.089
Colombia,1982,35.482,1294.718,3.46
Colombia,1983,40.55,1446.043,5.068
Colombia,1984,53.26,1856.456,12.71
Colombia,1985,72.014,2455.604,18.754
Colombia,1986,86.161,2875.864,14.148
Colombia,1987,117.112,3826.823,30.951
Colombia,1988,121.181,3876.957,4.069
Colombia,1989,151.683,4751.504,30.502
Colombia,1990,164.25,5038.114,12.567
Colombia,1991,160.743,4831.081,-3.507
